Sale ID,Date,Product ID,Product Name,Unit Price
89,2024-10-24,P003,Bluetooth Speaker,50
90,2024-10-24,P001,Wireless Headphones,100
91,2024-10-24,P004,USB Flash Drive,20
92,2024-10-24,P005,Mobile Phone Case,15
93,2024-10-24,P010,External Hard Drive,100
94,2024-10-24,P001,Wireless Headphones,100
95,2024-10-24,P006,Wireless Mouse,30
96,2024-10-24,P006,Wireless Mouse,30
97,2024-10-24,P002,Laptop Backpack,60
98,2024-10-24,P002,Laptop Backpack,60
99,2024-10-24,P010,External Hard Drive,100
100,2024-10-24,P004,USB Flash Drive,20
101,2024-10-24,P005,Mobile Phone Case,15
102,2024-10-24,P010,External Hard Drive,100
103,2024-10-24,P001,Wireless Headphones,100
104,2024-10-24,P008,HDMI cable,15
105,2024-10-24,P003,Bluetooth Speaker,50
106,2024-10-24,P008,HDMI cable,15
107,2024-10-24,P001,Wireless Headphones,100
108,2024-10-24,P001,Wireless Headphones,100
109,2024-10-24,P004,USB Flash Drive,20
110,2024-10-24,P001,Wireless Headphones,100
111,2024-10-24,P003,Bluetooth Speaker,50
112,2024-10-24,P004,USB Flash Drive,20
113,2024-10-24,P004,USB Flash Drive,20
114,2024-10-24,P003,Bluetooth Speaker,50
115,2024-10-24,P003,Bluetooth Speaker,50
116,2024-10-24,P004,USB Flash Drive,20
117,2024-10-24,P008,HDMI cable,15
118,2024-10-24,P008,HDMI cable,15
119,2024-10-24,P009,Smartphone,600
120,2024-10-24,P001,Wireless Headphones,100
121,2024-10-24,P006,Wireless Mouse,30
122,2024-10-24,P001,Wireless Headphones,100
123,2024-10-24,P009,Smartphone,600
124,2024-10-24,P008,HDMI cable,15
125,2024-10-24,P010,External Hard Drive,100
126,2024-10-24,P001,Wireless Headphones,100
127,2024-10-24,P007,Laptop Stand,40
128,2024-10-24,P001,Wireless Headphones,100
129,2024-10-24,P002,Laptop Backpack,60
130,2024-10-24,P009,Smartphone,600
131,2024-10-24,P007,Laptop Stand,40
132,2024-10-24,P003,Bluetooth Speaker,50
133,2024-10-24,P001,Wireless Headphones,100
134,2024-10-24,P005,Mobile Phone Case,15
135,2024-10-24,P006,Wireless Mouse,30
136,2024-10-24,P006,Wireless Mouse,30
137,2024-10-24,P003,Bluetooth Speaker,50
138,2024-10-24,P006,Wireless Mouse,30
139,2024-10-24,P002,Laptop Backpack,60
140,2024-10-24,P001,Wireless Headphones,100
141,2024-10-24,P010,External Hard Drive,100
142,2024-10-24,P010,External Hard Drive,100
143,2024-10-24,P003,Bluetooth Speaker,50
144,2024-10-24,P003,Bluetooth Speaker,50
145,2024-10-24,P010,External Hard Drive,100
146,2024-10-24,P001,Wireless Headphones,100
147,2024-10-24,P004,USB Flash Drive,20
148,2024-10-24,P002,Laptop Backpack,60
149,2024-10-24,P008,HDMI cable,15
150,2024-10-24,P001,Wireless Headphones,100
151,2024-10-24,P001,Wireless Headphones,100
152,2024-10-24,P001,Wireless Headphones,100
153,2024-10-24,P003,Bluetooth Speaker,50
154,2024-10-24,P001,Wireless Headphones,100
155,2024-10-24,P006,Wireless Mouse,30
156,2024-10-24,P010,External Hard Drive,100
157,2024-10-24,P008,HDMI cable,15
158,2024-10-24,P002,Laptop Backpack,60
159,2024-10-24,P008,HDMI cable,15
160,2024-10-24,P003,Bluetooth Speaker,50
161,2024-10-24,P008,HDMI cable,15
162,2024-10-24,P005,Mobile Phone Case,15
163,2024-10-24,P004,USB Flash Drive,20
164,2024-10-24,P003,Bluetooth Speaker,50
165,2024-10-24,P005,Mobile Phone Case,15
166,2024-10-24,P007,Laptop Stand,40
167,2024-10-24,P010,External Hard Drive,100
168,2024-10-24,P004,USB Flash Drive,20
169,2024-10-24,P006,Wireless Mouse,30
170,2024-10-24,P008,HDMI cable,15
171,2024-10-24,P006,Wireless Mouse,30
172,2024-10-24,P005,Mobile Phone Case,15
173,2024-10-24,P009,Smartphone,600
174,2024-10-24,P007,Laptop Stand,40
175,2024-10-24,P001,Wireless Headphones,100
176,2024-10-24,P008,HDMI cable,15
177,2024-10-24,P009,Smartphone,600
178,2024-10-24,P001,Wireless Headphones,100
179,2024-10-24,P001,Wireless Headphones,100
180,2024-10-24,P003,Bluetooth Speaker,50
181,2024-10-24,P006,Wireless Mouse,30
182,2024-10-24,P006,Wireless Mouse,30
183,2024-10-24,P001,Wireless Headphones,100
184,2024-10-24,P004,USB Flash Drive,20
185,2024-10-24,P008,HDMI cable,15
186,2024-10-24,P001,Wireless Headphones,100
187,2024-10-24,P007,Laptop Stand,40
188,2024-10-24,P004,USB Flash Drive,20
189,2024-10-24,P001,Wireless Headphones,100
190,2024-10-24,P001,Wireless Headphones,100
191,2024-10-24,P006,Wireless Mouse,30
192,2024-10-24,P009,Smartphone,600
193,2024-10-24,P004,USB Flash Drive,20
194,2024-10-24,P004,USB Flash Drive,20
195,2024-10-24,P008,HDMI cable,15
196,2024-10-24,P002,Laptop Backpack,60
197,2024-10-24,P006,Wireless Mouse,30
198,2024-10-24,P008,HDMI cable,15
199,2024-10-24,P006,Wireless Mouse,30
200,2024-10-24,P003,Bluetooth Speaker,50
201,2024-10-24,P001,Wireless Headphones,100
202,2024-10-24,P004,USB Flash Drive,20
203,2024-10-24,P004,USB Flash Drive,20
204,2024-10-24,P002,Laptop Backpack,60
205,2024-10-24,P006,Wireless Mouse,30
206,2024-10-24,P004,USB Flash Drive,20
207,2024-10-24,P001,Wireless Headphones,100
208,2024-10-24,P005,Mobile Phone Case,15
209,2024-10-24,P002,Laptop Backpack,60
210,2024-10-24,P006,Wireless Mouse,30
211,2024-10-24,P003,Bluetooth Speaker,50
212,2024-10-24,P001,Wireless Headphones,100
213,2024-10-24,P003,Bluetooth Speaker,50
214,2024-10-24,P003,Bluetooth Speaker,50
215,2024-10-24,P009,Smartphone,600
216,2024-10-24,P008,HDMI cable,15
217,2024-10-24,P010,External Hard Drive,100
218,2024-10-24,P006,Wireless Mouse,30
219,2024-10-24,P005,Mobile Phone Case,15
220,2024-10-24,P010,External Hard Drive,100
221,2024-10-24,P002,Laptop Backpack,60
222,2024-10-24,P005,Mobile Phone Case,15
223,2024-10-24,P010,External Hard Drive,100
224,2024-10-24,P004,USB Flash Drive,20
225,2024-10-24,P002,Laptop Backpack,60
226,2024-10-24,P007,Laptop Stand,40
227,2024-10-24,P010,External Hard Drive,100
228,2024-10-24,P009,Smartphone,600
229,2024-10-24,P009,Smartphone,600
230,2024-10-24,P004,USB Flash Drive,20
231,2024-10-24,P008,HDMI cable,15
232,2024-10-24,P004,USB Flash Drive,20
233,2024-10-24,P005,Mobile Phone Case,15
234,2024-10-24,P001,Wireless Headphones,100
235,2024-10-24,P007,Laptop Stand,40
236,2024-10-24,P006,Wireless Mouse,30
237,2024-10-24,P001,Wireless Headphones,100
238,2024-10-24,P001,Wireless Headphones,100
239,2024-10-24,P006,Wireless Mouse,30
240,2024-10-24,P003,Bluetooth Speaker,50
241,2024-10-24,P005,Mobile Phone Case,15
242,2024-10-24,P003,Bluetooth Speaker,50
243,2024-10-24,P006,Wireless Mouse,30
244,2024-10-24,P006,Wireless Mouse,30
245,2024-10-24,P003,Bluetooth Speaker,50
246,2024-10-24,P002,Laptop Backpack,60
247,2024-10-24,P006,Wireless Mouse,30
248,2024-10-24,P009,Smartphone,600
249,2024-10-24,P001,Wireless Headphones,100
250,2024-10-24,P004,USB Flash Drive,20
251,2024-10-24,P009,Smartphone,600
252,2024-10-24,P001,Wireless Headphones,100
253,2024-10-24,P008,HDMI cable,15
254,2024-10-24,P008,HDMI cable,15
255,2024-10-24,P002,Laptop Backpack,60
256,2024-10-24,P008,HDMI cable,15
257,2024-10-24,P002,Laptop Backpack,60
258,2024-10-24,P008,HDMI cable,15
259,2024-10-24,P003,Bluetooth Speaker,50
260,2024-10-24,P007,Laptop Stand,40
261,2024-10-24,P003,Bluetooth Speaker,50
262,2024-10-24,P001,Wireless Headphones,100
263,2024-10-24,P002,Laptop Backpack,60
264,2024-10-24,P008,HDMI cable,15
265,2024-10-24,P010,External Hard Drive,100
266,2024-10-24,P008,HDMI cable,15
267,2024-10-24,P003,Bluetooth Speaker,50
268,2024-10-24,P003,Bluetooth Speaker,50
269,2024-10-24,P001,Wireless Headphones,100
270,2024-10-24,P001,Wireless Headphones,100
271,2024-10-24,P001,Wireless Headphones,100
272,2024-10-24,P001,Wireless Headphones,100
273,2024-10-24,P006,Wireless Mouse,30
274,2024-10-24,P001,Wireless Headphones,100
275,2024-10-24,P003,Bluetooth Speaker,50
276,2024-10-24,P010,External Hard Drive,100
277,2024-10-24,P001,Wireless Headphones,100
278,2024-10-24,P004,USB Flash Drive,20
279,2024-10-24,P003,Bluetooth Speaker,50
280,2024-10-24,P004,USB Flash Drive,20
281,2024-10-24,P002,Laptop Backpack,60
282,2024-10-24,P003,Bluetooth Speaker,50
283,2024-10-24,P008,HDMI cable,15
284,2024-10-24,P001,Wireless Headphones,100
285,2024-10-24,P004,USB Flash Drive,20
286,2024-10-24,P007,Laptop Stand,40
287,2024-10-24,P010,External Hard Drive,100
288,2024-10-24,P007,Laptop Stand,40
289,2024-10-24,P001,Wireless Headphones,100
290,2024-10-24,P001,Wireless Headphones,100
291,2024-10-24,P001,Wireless Headphones,100
292,2024-10-24,P003,Bluetooth Speaker,50
293,2024-10-24,P004,USB Flash Drive,20
294,2024-10-24,P010,External Hard Drive,100
295,2024-10-24,P003,Bluetooth Speaker,50
296,2024-10-24,P001,Wireless Headphones,100
297,2024-10-24,P003,Bluetooth Speaker,50
298,2024-10-24,P003,Bluetooth Speaker,50
299,2024-10-24,P001,Wireless Headphones,100
300,2024-10-24,P008,HDMI cable,15
301,2024-10-24,P009,Smartphone,600
302,2024-10-24,P006,Wireless Mouse,30
303,2024-10-24,P007,Laptop Stand,40
304,2024-10-24,P008,HDMI cable,15
305,2024-10-24,P010,External Hard Drive,100
306,2024-10-24,P009,Smartphone,600
307,2024-10-24,P003,Bluetooth Speaker,50
308,2024-10-24,P009,Smartphone,600
309,2024-10-24,P004,USB Flash Drive,20
310,2024-10-24,P006,Wireless Mouse,30
311,2024-10-24,P003,Bluetooth Speaker,50
312,2024-10-24,P007,Laptop Stand,40
313,2024-10-24,P001,Wireless Headphones,100
314,2024-10-24,P003,Bluetooth Speaker,50
315,2024-10-24,P003,Bluetooth Speaker,50
316,2024-10-24,P002,Laptop Backpack,60
317,2024-10-24,P001,Wireless Headphones,100
318,2024-10-24,P008,HDMI cable,15
319,2024-10-24,P003,Bluetooth Speaker,50
320,2024-10-24,P006,Wireless Mouse,30
321,2024-10-24,P002,Laptop Backpack,60
322,2024-10-24,P003,Bluetooth Speaker,50
323,2024-10-24,P002,Laptop Backpack,60
324,2024-10-24,P001,Wireless Headphones,100
325,2024-10-24,P010,External Hard Drive,100
326,2024-10-24,P003,Bluetooth Speaker,50
327,2024-10-24,P002,Laptop Backpack,60
328,2024-10-24,P008,HDMI cable,15
329,2024-10-24,P006,Wireless Mouse,30
330,2024-10-24,P004,USB Flash Drive,20
331,2024-10-24,P001,Wireless Headphones,100
332,2024-10-24,P001,Wireless Headphones,100
333,2024-10-24,P008,HDMI cable,15
334,2024-10-24,P009,Smartphone,600
335,2024-10-24,P006,Wireless Mouse,30
336,2024-10-24,P006,Wireless Mouse,30
337,2024-10-24,P010,External Hard Drive,100
338,2024-10-24,P007,Laptop Stand,40
339,2024-10-24,P004,USB Flash Drive,20
340,2024-10-24,P008,HDMI cable,15
341,2024-10-24,P010,External Hard Drive,100
342,2024-10-24,P002,Laptop Backpack,60
343,2024-10-24,P010,External Hard Drive,100
344,2024-10-24,P007,Laptop Stand,40
345,2024-10-24,P010,External Hard Drive,100
346,2024-10-24,P003,Bluetooth Speaker,50
347,2024-10-24,P002,Laptop Backpack,60
348,2024-10-24,P005,Mobile Phone Case,15
349,2024-10-24,P010,External Hard Drive,100
350,2024-10-24,P001,Wireless Headphones,100
351,2024-10-24,P006,Wireless Mouse,30
352,2024-10-24,P001,Wireless Headphones,100
353,2024-10-24,P008,HDMI cable,15
354,2024-10-24,P001,Wireless Headphones,100
355,2024-10-24,P006,Wireless Mouse,30
356,2024-10-24,P008,HDMI cable,15
357,2024-10-24,P006,Wireless Mouse,30
358,2024-10-24,P002,Laptop Backpack,60
359,2024-10-24,P008,HDMI cable,15
360,2024-10-24,P002,Laptop Backpack,60
361,2024-10-24,P008,HDMI cable,15
362,2024-10-24,P006,Wireless Mouse,30
363,2024-10-24,P004,USB Flash Drive,20
364,2024-10-24,P008,HDMI cable,15
365,2024-10-24,P004,USB Flash Drive,20
366,2024-10-24,P006,Wireless Mouse,30
367,2024-10-24,P001,Wireless Headphones,100
368,2024-10-24,P006,Wireless Mouse,30
369,2024-10-24,P004,USB Flash Drive,20
370,2024-10-24,P001,Wireless Headphones,100
371,2024-10-24,P004,USB Flash Drive,20
372,2024-10-24,P008,HDMI cable,15
373,2024-10-24,P005,Mobile Phone Case,15
374,2024-10-24,P002,Laptop Backpack,60
375,2024-10-24,P009,Smartphone,600
376,2024-10-24,P010,External Hard Drive,100
377,2024-10-24,P004,USB Flash Drive,20
378,2024-10-24,P004,USB Flash Drive,20
379,2024-10-24,P001,Wireless Headphones,100
380,2024-10-24,P006,Wireless Mouse,30
381,2024-10-24,P005,Mobile Phone Case,15
382,2024-10-24,P001,Wireless Headphones,100
383,2024-10-24,P006,Wireless Mouse,30
384,2024-10-24,P003,Bluetooth Speaker,50
385,2024-10-24,P008,HDMI cable,15
386,2024-10-24,P001,Wireless Headphones,100
387,2024-10-24,P006,Wireless Mouse,30
388,2024-10-24,P003,Bluetooth Speaker,50
389,2024-10-24,P001,Wireless Headphones,100
390,2024-10-24,P002,Laptop Backpack,60
391,2024-10-24,P007,Laptop Stand,40
392,2024-10-24,P006,Wireless Mouse,30
393,2024-10-24,P009,Smartphone,600
394,2024-10-24,P001,Wireless Headphones,100
395,2024-10-24,P007,Laptop Stand,40
396,2024-10-24,P004,USB Flash Drive,20
397,2024-10-24,P004,USB Flash Drive,20
398,2024-10-24,P001,Wireless Headphones,100
399,2024-10-24,P008,HDMI cable,15
400,2024-10-24,P006,Wireless Mouse,30
401,2024-10-24,P003,Bluetooth Speaker,50
402,2024-10-24,P004,USB Flash Drive,20
403,2024-10-24,P010,External Hard Drive,100
404,2024-10-24,P002,Laptop Backpack,60
405,2024-10-24,P001,Wireless Headphones,100
406,2024-10-24,P008,HDMI cable,15
407,2024-10-24,P010,External Hard Drive,100
408,2024-10-24,P004,USB Flash Drive,20
409,2024-10-24,P001,Wireless Headphones,100
410,2024-10-24,P004,USB Flash Drive,20
411,2024-10-24,P006,Wireless Mouse,30
412,2024-10-24,P002,Laptop Backpack,60
413,2024-10-24,P007,Laptop Stand,40
414,2024-10-24,P003,Bluetooth Speaker,50
415,2024-10-24,P003,Bluetooth Speaker,50
416,2024-10-24,P004,USB Flash Drive,20
417,2024-10-24,P004,USB Flash Drive,20
418,2024-10-24,P010,External Hard Drive,100
419,2024-10-24,P010,External Hard Drive,100
420,2024-10-24,P004,USB Flash Drive,20
421,2024-10-24,P001,Wireless Headphones,100
422,2024-10-24,P002,Laptop Backpack,60
423,2024-10-24,P001,Wireless Headphones,100
424,2024-10-24,P010,External Hard Drive,100
425,2024-10-24,P007,Laptop Stand,40
426,2024-10-24,P008,HDMI cable,15
427,2024-10-24,P006,Wireless Mouse,30
428,2024-10-24,P005,Mobile Phone Case,15
429,2024-10-24,P003,Bluetooth Speaker,50
430,2024-10-24,P001,Wireless Headphones,100
431,2024-10-24,P001,Wireless Headphones,100
432,2024-10-24,P009,Smartphone,600
433,2024-10-24,P005,Mobile Phone Case,15
434,2024-10-24,P006,Wireless Mouse,30
435,2024-10-24,P001,Wireless Headphones,100
436,2024-10-24,P001,Wireless Headphones,100
437,2024-10-24,P001,Wireless Headphones,100
438,2024-10-24,P003,Bluetooth Speaker,50
439,2024-10-24,P001,Wireless Headphones,100
440,2024-10-24,P004,USB Flash Drive,20
441,2024-10-24,P003,Bluetooth Speaker,50
442,2024-10-24,P004,USB Flash Drive,20
443,2024-10-24,P001,Wireless Headphones,100
444,2024-10-24,P002,Laptop Backpack,60
445,2024-10-24,P003,Bluetooth Speaker,50
446,2024-10-24,P006,Wireless Mouse,30
447,2024-10-24,P003,Bluetooth Speaker,50
448,2024-10-24,P001,Wireless Headphones,100
449,2024-10-24,P004,USB Flash Drive,20
450,2024-10-24,P001,Wireless Headphones,100
451,2024-10-24,P006,Wireless Mouse,30
452,2024-10-24,P003,Bluetooth Speaker,50
453,2024-10-24,P003,Bluetooth Speaker,50
454,2024-10-24,P001,Wireless Headphones,100
455,2024-10-24,P001,Wireless Headphones,100
456,2024-10-24,P001,Wireless Headphones,100
457,2024-10-24,P004,USB Flash Drive,20
458,2024-10-24,P008,HDMI cable,15
459,2024-10-24,P001,Wireless Headphones,100
460,2024-10-24,P003,Bluetooth Speaker,50
461,2024-10-24,P009,Smartphone,600
462,2024-10-24,P006,Wireless Mouse,30
463,2024-10-24,P010,External Hard Drive,100
464,2024-10-24,P010,External Hard Drive,100
465,2024-10-24,P004,USB Flash Drive,20
466,2024-10-24,P006,Wireless Mouse,30
467,2024-10-24,P006,Wireless Mouse,30
468,2024-10-24,P001,Wireless Headphones,100
469,2024-10-24,P004,USB Flash Drive,20
470,2024-10-24,P008,HDMI cable,15
471,2024-10-24,P001,Wireless Headphones,100
472,2024-10-24,P006,Wireless Mouse,30
473,2024-10-24,P006,Wireless Mouse,30
474,2024-10-24,P008,HDMI cable,15
475,2024-10-24,P001,Wireless Headphones,100
476,2024-10-24,P001,Wireless Headphones,100
477,2024-10-24,P002,Laptop Backpack,60
478,2024-10-24,P001,Wireless Headphones,100
479,2024-10-24,P001,Wireless Headphones,100
480,2024-10-24,P008,HDMI cable,15
481,2024-10-24,P010,External Hard Drive,100
482,2024-10-24,P001,Wireless Headphones,100
483,2024-10-24,P008,HDMI cable,15
484,2024-10-24,P010,External Hard Drive,100
485,2024-10-24,P010,External Hard Drive,100
486,2024-10-24,P005,Mobile Phone Case,15
487,2024-10-24,P008,HDMI cable,15
488,2024-10-24,P004,USB Flash Drive,20
489,2024-10-24,P003,Bluetooth Speaker,50
490,2024-10-24,P004,USB Flash Drive,20
491,2024-10-24,P005,Mobile Phone Case,15
492,2024-10-24,P004,USB Flash Drive,20
493,2024-10-24,P009,Smartphone,600
494,2024-10-24,P006,Wireless Mouse,30
495,2024-10-24,P007,Laptop Stand,40
496,2024-10-24,P009,Smartphone,600
497,2024-10-24,P004,USB Flash Drive,20
498,2024-10-24,P006,Wireless Mouse,30
499,2024-10-24,P001,Wireless Headphones,100
500,2024-10-24,P001,Wireless Headphones,100
501,2024-10-24,P006,Wireless Mouse,30
502,2024-10-24,P002,Laptop Backpack,60
503,2024-10-24,P004,USB Flash Drive,20
504,2024-10-24,P001,Wireless Headphones,100
505,2024-10-24,P004,USB Flash Drive,20
506,2024-10-24,P010,External Hard Drive,100
507,2024-10-24,P003,Bluetooth Speaker,50
508,2024-10-24,P001,Wireless Headphones,100
509,2024-10-24,P006,Wireless Mouse,30
510,2024-10-24,P004,USB Flash Drive,20
511,2024-10-24,P009,Smartphone,600
512,2024-10-24,P004,USB Flash Drive,20
513,2024-10-24,P006,Wireless Mouse,30
514,2024-10-24,P010,External Hard Drive,100
515,2024-10-24,P001,Wireless Headphones,100
516,2024-10-24,P006,Wireless Mouse,30
517,2024-10-24,P010,External Hard Drive,100
518,2024-10-24,P006,Wireless Mouse,30
519,2024-10-24,P006,Wireless Mouse,30
520,2024-10-24,P001,Wireless Headphones,100
521,2024-10-24,P001,Wireless Headphones,100
522,2024-10-24,P003,Bluetooth Speaker,50
523,2024-10-24,P002,Laptop Backpack,60
524,2024-10-24,P001,Wireless Headphones,100
525,2024-10-24,P003,Bluetooth Speaker,50
526,2024-10-24,P003,Bluetooth Speaker,50
527,2024-10-24,P006,Wireless Mouse,30
528,2024-10-24,P001,Wireless Headphones,100
529,2024-10-24,P006,Wireless Mouse,30
530,2024-10-24,P008,HDMI cable,15
531,2024-10-24,P010,External Hard Drive,100
532,2024-10-24,P004,USB Flash Drive,20
533,2024-10-24,P003,Bluetooth Speaker,50
534,2024-10-24,P001,Wireless Headphones,100
535,2024-10-24,P008,HDMI cable,15
536,2024-10-24,P004,USB Flash Drive,20
537,2024-10-24,P006,Wireless Mouse,30
538,2024-10-24,P001,Wireless Headphones,100
539,2024-10-24,P003,Bluetooth Speaker,50
540,2024-10-24,P002,Laptop Backpack,60
541,2024-10-24,P001,Wireless Headphones,100
542,2024-10-24,P010,External Hard Drive,100
543,2024-10-24,P002,Laptop Backpack,60
544,2024-10-24,P006,Wireless Mouse,30
545,2024-10-24,P002,Laptop Backpack,60
546,2024-10-24,P008,HDMI cable,15
547,2024-10-24,P002,Laptop Backpack,60
548,2024-10-24,P001,Wireless Headphones,100
549,2024-10-24,P003,Bluetooth Speaker,50
550,2024-10-24,P005,Mobile Phone Case,15
551,2024-10-24,P002,Laptop Backpack,60
552,2024-10-24,P002,Laptop Backpack,60
553,2024-10-24,P006,Wireless Mouse,30
554,2024-10-24,P007,Laptop Stand,40
555,2024-10-24,P001,Wireless Headphones,100
556,2024-10-24,P004,USB Flash Drive,20
557,2024-10-24,P010,External Hard Drive,100
558,2024-10-24,P006,Wireless Mouse,30
559,2024-10-24,P005,Mobile Phone Case,15
560,2024-10-24,P002,Laptop Backpack,60
561,2024-10-24,P004,USB Flash Drive,20
562,2024-10-24,P007,Laptop Stand,40
563,2024-10-24,P006,Wireless Mouse,30
564,2024-10-24,P001,Wireless Headphones,100
565,2024-10-24,P010,External Hard Drive,100
566,2024-10-24,P001,Wireless Headphones,100
567,2024-10-24,P002,Laptop Backpack,60
568,2024-10-24,P008,HDMI cable,15
569,2024-10-24,P006,Wireless Mouse,30
570,2024-10-24,P001,Wireless Headphones,100
571,2024-10-24,P006,Wireless Mouse,30
572,2024-10-24,P004,USB Flash Drive,20
573,2024-10-24,P010,External Hard Drive,100
574,2024-10-24,P010,External Hard Drive,100
575,2024-10-24,P008,HDMI cable,15
576,2024-10-24,P008,HDMI cable,15
577,2024-10-24,P007,Laptop Stand,40
578,2024-10-24,P004,USB Flash Drive,20
579,2024-10-24,P007,Laptop Stand,40
580,2024-10-24,P001,Wireless Headphones,100
581,2024-10-24,P006,Wireless Mouse,30
582,2024-10-24,P004,USB Flash Drive,20
583,2024-10-24,P010,External Hard Drive,100
584,2024-10-24,P010,External Hard Drive,100
585,2024-10-24,P007,Laptop Stand,40
586,2024-10-24,P001,Wireless Headphones,100
587,2024-10-24,P007,Laptop Stand,40
588,2024-10-24,P004,USB Flash Drive,20
589,2024-10-24,P006,Wireless Mouse,30
590,2024-10-24,P006,Wireless Mouse,30
591,2024-10-24,P003,Bluetooth Speaker,50
592,2024-10-24,P006,Wireless Mouse,30
593,2024-10-24,P001,Wireless Headphones,100
594,2024-10-24,P001,Wireless Headphones,100
595,2024-10-24,P006,Wireless Mouse,30
596,2024-10-24,P010,External Hard Drive,100
597,2024-10-24,P006,Wireless Mouse,30
598,2024-10-24,P008,HDMI cable,15
599,2024-10-24,P008,HDMI cable,15
600,2024-10-24,P006,Wireless Mouse,30
601,2024-10-24,P005,Mobile Phone Case,15
602,2024-10-24,P002,Laptop Backpack,60
603,2024-10-24,P004,USB Flash Drive,20
604,2024-10-24,P009,Smartphone,600
605,2024-10-24,P010,External Hard Drive,100
606,2024-10-24,P010,External Hard Drive,100
607,2024-10-24,P002,Laptop Backpack,60
608,2024-10-24,P001,Wireless Headphones,100
609,2024-10-24,P001,Wireless Headphones,100
610,2024-10-24,P006,Wireless Mouse,30
611,2024-10-24,P001,Wireless Headphones,100
612,2024-10-24,P007,Laptop Stand,40
